X,Y,COUNTRY,STATE,NAME,PRODUCT,SIC,SIC2,SIC3,SIC4,NAICS,NAICS DESCR,WEB,LONGITUDE,LATITUDE,GlobalID
-120.6941729,35.5919587,United States of America,,PARIS PRECISION PRODUCTS,PRECISION MACHINING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.PARISPRECISION.COM,-120.6941729,35.5919587,be00bfe8-c8ef-425d-9a53-49dfbf1db64c
-120.8651876,37.511815,United States of America,,NORDIC SAW & TOOL MFRS.,SAW & CUTTING BLADES & ROUTER BITS,3425,N/A,N/A,N/A,332213,SAW BLADE AND HANDSAW MANUFACTURING,WWW.NORDICSAW.COM,-120.8651876,37.511815,53b291e4-c185-4904-a6bb-129b8bb73216
-121.022222,37.6572584,United States of America,,"NORQUIST, INC., TENNEY A.",SHEET METAL FABRICATION,3444,N/A,N/A,N/A,332322,SHEET METAL WORK MANUFACTURING,WWW.TENNEYANORQUIST.COM,-121.022222,37.6572584,faed3b8e-ac8c-4981-8c1a-c1d6f7163878
-120.6330871,35.6632622,United States of America,,NUNNO CORP. LTD.,PREFABRICATED METAL AIRPLANE HANGARS & BARNS,3448,N/A,N/A,N/A,332311,PREFABRICATED METAL BUILDING AND COMPONENT MANUFACTURING,WWW.NUNNOSTEEL.COM,-120.6330871,35.6632622,5000c540-743d-4760-849e-dbd633545bfe
-121.2553624,38.5672258,United States of America,,BMB METAL PRODUCTS CORP.,METAL FABRICATION,3499,N/A,N/A,N/A,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,WWW.BMBCORP.COM,-121.2553624,38.5672258,3edb07fa-0632-4d72-a954-8e33974dfc85
-119.1164707,36.4098399,United States of America,,US TOWER CORP.,CORPORATE HEADQUARTERS & STRUCTURAL STEEL FABRICATION,3441,N/A,N/A,N/A,332312,FABRICATED STRUCTURAL METAL MANUFACTURING,WWW.USTOWER.COM,-119.1164707,36.4098399,fd12477f-2f6a-4570-b899-27b306225807
-121.2403566,37.93013,United States of America,,USG INTERIORS,CEILING GRIDS,3446,N/A,N/A,N/A,332323,ORNAMENTAL AND ARCHITECTURAL METAL WORK MANUFACTURING,WWW.USG.COM,-121.2403566,37.93013,d798b1d4-e2d8-447a-90ca-881964dc48a1
-121.2516955,37.9783132,United States of America,,"WESTERN SQUARE INDUSTRIES, INC.",STEEL GATES & RACKS,3446,N/A,N/A,N/A,332323,ORNAMENTAL AND ARCHITECTURAL METAL WORK MANUFACTURING,WWW.WESTERNSQUARE.COM,-121.2516955,37.9783132,34542ade-e5c2-4fb3-a83a-f78d461293e7
-121.0238101,37.6528863,United States of America,,VALLEY AIR CONDITIONING ENGINEERING,HVAC SHEET METAL FABRICATION,3444,N/A,N/A,N/A,332322,SHEET METAL WORK MANUFACTURING,WWW.VALLEYAIRCONDITIONING.COM,-121.0238101,37.6528863,989f6271-7c6b-4566-9eae-3cf01b020ee0
-121.2715647,37.8217161,United States of America,,"WHIRLWIND STEEL BUILDINGS, INC.","METAL BUILDING SYSTEMS & COMPONENTS, INCLUDING PANELS & SHEETS",3448,N/A,N/A,N/A,332311,PREFABRICATED METAL BUILDING AND COMPONENT MANUFACTURING,WWW.WHIRLWINDSTEEL.COM,-121.2715647,37.8217161,62cc58a4-61e1-4107-afee-79a38b30425a
-119.0811751,36.1834842,United States of America,,"VAMCO LTD., INC.",CORPORATE HEADQUARTERS & WIND MACHINES,3523,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.VAMCO.BIZ,-119.0811751,36.1834842,87edc063-67d0-447c-9401-eef7383c5b36
-121.0041946,37.71084,United States of America,,VISTAWALL ARCHITECTURAL PRODUCTS,ALUMINUM ARCHITECTURAL METALWORK,3446,3444,N/A,N/A,332323,ORNAMENTAL AND ARCHITECTURAL METAL WORK MANUFACTURING,WWW.VISTAWALL.COM,-121.0041946,37.71084,9a030485-c479-4535-b179-6343ad3fdaab
-120.88505,37.4882471,United States of America,,"VP BUILDINGS, INC.",METAL BUILDINGS,3448,3499,N/A,N/A,332311,PREFABRICATED METAL BUILDING AND COMPONENT MANUFACTURING,WWW.VP.COM,-120.88505,37.4882471,aee23c81-407e-4310-8367-aaad25aee956
-120.6527205,35.6102307,United States of America,,"ZURN INDUSTRIES, LLC",PLUMBING PRODUCTS,3432,N/A,N/A,N/A,332919,OTHER METAL VALVE AND PIPE FITTING MANUFACTURING,WWW.ZURN.COM,-120.6527205,35.6102307,e7e90e80-4f8d-4ce3-a56b-aa0817a4683f
-119.1180375,36.2502862,United States of America,,"WATERMAN INDUSTRIES, INC.",WATER CONTROL SLUICE GATES & VALVES,3492,N/A,N/A,N/A,332323,ORNAMENTAL AND ARCHITECTURAL METAL WORK MANUFACTURING,WWW.WATERMANUSA.COM,-119.1180375,36.2502862,35b0d66f-9f25-416c-8268-59dea53dcca0
-120.6526806,35.6153538,United States of America,,"WEATHERBY, INC.","RIFLES, SHOTGUNS & AMMUNITION",3484,3482,N/A,N/A,332994,SMALL ARMS MANUFACTURING,WWW.WEATHERBY.COM,-120.6526806,35.6153538,0ec8d3e7-7ff2-4ead-b916-70dbf71fb19f
-121.2559357,38.5827288,United States of America,,"ACM MACHINING, INC.",PRECISION & GENERAL MACHINING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.ACMMACHINING.COM,-121.2559357,38.5827288,f7193b10-4d8a-4a9c-b3c3-95a610795ce5
-121.2561786,38.5703539,United States of America,,"FENCER ENTERPRISES, LLC","CHAIN-LINK FENCES, SECURITY MESH & GROUND SUPPORT WIRE",3496,N/A,N/A,N/A,332618,OTHER FABRICATED WIRE PRODUCT MANUFACTURING,WWW.WIREMANFENCE.COM,-121.2561786,38.5703539,43567762-6417-403c-ab0a-9b2c1974d879
-121.2665267,38.6044367,United States of America,,FORM & FUSION MFG.,SHEET METAL PRODUCTS,3444,3446,3465,3466,332322,SHEET METAL WORK MANUFACTURING,WWW.FORM-FUSION.COM,-121.2665267,38.6044367,ed6625fb-e6cf-4b95-a075-7a57bc96b020
-121.2582283,38.5687637,United States of America,,"TAYLOR WINGS, INC.",TOOL BOXES & WINGS,3469,N/A,N/A,N/A,332439,OTHER METAL CONTAINER MANUFACTURING,WWW.TAYLORWINGS.COM,-121.2582283,38.5687637,cc936391-c6a4-42a9-8231-6b24a98b96ca
-121.2588898,38.6094698,United States of America,,"SIERRA PACIFIC, INC.",SOLAR PANELS FOR SWIMMING POOLS & HOT WATER SYSTEMS IN HOUSES,3433,N/A,N/A,N/A,332321,METAL WINDOW AND DOOR MANUFACTURING,WWW.SIERRAPACIFICHOME.COM,-121.2588898,38.6094698,a859b9db-2358-4387-939e-4ee13933f030
-119.8621669,36.8041888,United States of America,,CENTRAL CAL METALS,METAL FABRICATION,3499,N/A,N/A,N/A,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,WWW.CENTRALCALMETALS.COM,-119.8621669,36.8041888,c2a69b64-6006-4871-b250-adba1aadf34c
-119.0691073,35.4370372,United States of America,,"ARB, INC.",CARBON & STAINLESS STEEL PRESSURE VESSELS,3443,N/A,N/A,N/A,332410,POWER BOILER AND HEAT EXCHANGER MANUFACTURING,WWW.ARBINC.COM,-119.0691073,35.4370372,54c865ea-796a-4b1f-b763-69a8ed1d24ec
-120.9517438,38.6514109,United States of America,,ARROW SPRINGS,FLAMEWORKING TOOLS & SUPPLIES,3559,N/A,N/A,N/A,332212,HAND AND EDGE TOOL MANUFACTURING,WWW.ARROWSPRINGS.COM,-120.9517438,38.6514109,cce428bc-f2b7-4442-aaad-03ba8a6afe57
-119.6762277,36.6239658,United States of America,,"BORGA, INC.",METAL FABRICATION,3499,3448,N/A,N/A,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,WWW.BORGA.NET,-119.6762277,36.6239658,af55ade0-9bb0-45f3-a0b0-a5b853a542d6
-119.0163026,35.3888994,United States of America,,"CLAYTON ENTERPRISES, LLC",ABOVEGROUND FUEL STORAGE SYSTEMS,3795,N/A,N/A,N/A,332420,METAL TANK (HEAVY GAUGE) MANUFACTURING,WWW.BRYANTFUELSYSTEMS.COM,-119.0163026,35.3888994,b5bf5308-60f2-470a-928d-c8337aacb47c
-120.2500726,37.1058096,United States of America,,"ALLWIRE, INC.","CONDUIT SYSTEMS PIPE, CABLE & WIRE",3498,N/A,N/A,N/A,332996,FABRICATED PIPE AND PIPE FITTING MANUFACTURING,WWW.ALLWIRE.COM,-120.2500726,37.1058096,30ea2437-759a-4aa4-b230-920be8bab514
-119.6822201,36.6735891,United States of America,,"BARRELS UNLIMITED, INC.",WINE BARRELS,3412,N/A,N/A,N/A,332439,OTHER METAL CONTAINER MANUFACTURING,WWW.BARRELSUNLIMITED.COM,-119.6822201,36.6735891,9a599450-decc-494f-ac4d-49418c38e500
-121.2662316,38.7621765,United States of America,,"CAPITAL DRUM, INC.",RECYCLING CONTAINERS,3412,N/A,N/A,N/A,332439,OTHER METAL CONTAINER MANUFACTURING,WWW.CAPITALDRUM.COM,-121.2662316,38.7621765,7fbeac55-8b28-4ea5-9773-194fc6829944
-118.9670659,35.3590394,United States of America,,AC PLATING,METAL PLATING & POLISHING,3471,N/A,N/A,N/A,332813,"ELECTROPLATING, PLATING, POLISHING, ANODIZING AND COLORING",WWW.ACPLATING.COM,-118.9670659,35.3590394,f51788ce-6621-4b4a-beaf-1e1640c778e0
-119.6838336,36.8314718,United States of America,,ANLIN INDUSTRIES,VINYL REPLACEMENT WINDOWS,3089,N/A,N/A,N/A,332321,METAL WINDOW AND DOOR MANUFACTURING,WWW.ANLIN.COM,-119.6838336,36.8314718,4fe48e46-c408-46d1-a685-116c4c613d2b
-119.6986741,36.81698,United States of America,,ANO-TECH METAL FINISHING,"METAL FINISHING, INCLUDING ANODIZING, HARD, CHEM-FILM, ROHS, BEAD BLAST & ELECTRO-POLISH",3471,N/A,N/A,N/A,332813,"ELECTROPLATING, PLATING, POLISHING, ANODIZING AND COLORING",WWW.ATMF.COM,-119.6986741,36.81698,3cfa962b-3017-4286-acd7-2916f5321ea8
-119.2393843,35.7418821,United States of America,,"ANTHONY WELDED PRODUCTS, INC.",CORPORATE HEADQUARTERS & CYLINDER HANDLING EQUIPMENT,3499,3559,N/A,N/A,332710,MACHINE SHOPS,WWW.ANTHONYCARTS.COM,-119.2393843,35.7418821,3a481e7a-688e-4bd5-aadc-6d876327ea77
-119.7452798,36.697337,United States of America,,BETTS SPRING CO.,"ENGINE MOUNTING BRACKETS, SPRINGS & MUD FLAP HOLDERS",3429,3495,N/A,N/A,332510,HARDWARE MANUFACTURING,WWW.BETTSSPRING.COM,-119.7452798,36.697337,b3f2b55f-c220-4072-a939-b56460ce62e5
-121.0686078,38.6321304,United States of America,,CASON ENGINEERING,PRECISION MACHINING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.CASONENG.COM,-121.0686078,38.6321304,52e01792-1e1a-418a-aee7-d5e43131d49e
-119.7826806,36.7217355,United States of America,,"MODERN CUSTOM FABRICATION, INC.",STEEL TANKS,3443,N/A,N/A,N/A,332420,METAL TANK (HEAVY GAUGE) MANUFACTURING,WWW.MODWELDCO.COM,-119.7826806,36.7217355,29d2d33f-ad6f-4760-8497-65a662a32037
-119.86272,36.7959709,United States of America,,MODERN WELDING CO. OF CALIFORNIA,FUEL STORAGE TANKS,3443,N/A,N/A,N/A,332420,METAL TANK (HEAVY GAUGE) MANUFACTURING,WWW.MODWELCO.COM,-119.86272,36.7959709,0704c375-09f8-4d42-b69f-ffd12602e44b
-121.1918228,38.8256487,United States of America,,"LOOMIS METALS, INC.",METAL ROOFS & BUILDINGS,3444,N/A,N/A,N/A,332322,SHEET METAL WORK MANUFACTURING,WWW.LOOMISMETALS.COM,-121.1918228,38.8256487,e1f873c2-8346-4414-8278-f58943cfe757
-120.1037992,36.9923418,United States of America,,MOORE QUALITY GALVANIZING,HOT DIP GALVANIZING,3479,N/A,N/A,N/A,332812,"METAL COATING, ENGRAVING (EXCEPT JEWELRY AND SILVERWARE), AND ALLIED SERVICES TO MANUFACTURERS",WWW.MOOREGALVANIZING.COM,-120.1037992,36.9923418,f3cba21c-9d61-400b-aeed-44231dcc4c76
-119.6861245,36.7732133,United States of America,,PNM CO.,PRECISION MACHINING & VALUE-ADD SERVICES,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.PNMCNC.COM,-119.6861245,36.7732133,98e310ea-c4a5-4d61-a8ed-3fe584b4eb5f
-121.0966526,38.9527062,United States of America,,"MYDAX, INC.",RECIRCULATING CHILLERS & PRECISION HEAT EXCHANGERS,3822,3585,3443,N/A,332410,POWER BOILER AND HEAT EXCHANGER MANUFACTURING,WWW.MYDAX.COM,-121.0966526,38.9527062,395c941b-f406-48c8-982d-9a9731995b8f
-119.8447555,36.7403897,United States of America,,"KING CO., R. M.",PRECISION MACHINING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.RMKING.COM,-119.8447555,36.7403897,ca78d7c5-1581-4bf4-b0b4-f304e90039fa
-120.6044801,37.3371474,United States of America,,"NCI BUILDING SYSTEMS, INC.",SHEET METAL FABRICATION & STEEL BUILDINGS,3444,3448,N/A,N/A,332322,SHEET METAL WORK MANUFACTURING,WWW.MBCI.COM,-120.6044801,37.3371474,609ca0ca-fe1a-4e18-bb7f-5e538d1f6e36
-119.8947274,36.81564,United States of America,,PB LOADER CORP.,PRECISION MACHINING JOB SHOP & ROAD MAINTENANCE EQUIPMENT,3599,3531,N/A,N/A,332710,MACHINE SHOPS,WWW.PBLCORP.COM,-119.8947274,36.81564,a959d3e2-e888-47e0-bcfb-ae7f6046f9f4
-119.0025574,35.3370297,United States of America,,PCL INDUSTRIAL SERVICES,STEEL STORAGE TANKS & PRESSURE VESSELS,3443,N/A,N/A,N/A,332420,METAL TANK (HEAVY GAUGE) MANUFACTURING,WWW.BAKERSFIELDTANK.COM,-119.0025574,35.3370297,e4dde4b3-ea48-425a-9eba-c045d47c99f7
-120.8283403,38.6954209,United States of America,,"MCDANIEL MFG., INC.",PRECISION MACHINING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.MCDANIELMFG.COM,-120.8283403,38.6954209,b744c324-ec0d-4ba3-8e02-2affe55a4b74
-119.7813798,36.7020609,United States of America,,NEW ENGLAND SHEET METAL WORKS,SHEET METAL FABRICATION,3444,3499,N/A,N/A,332322,SHEET METAL WORK MANUFACTURING,WWW.NESMW.COM,-119.7813798,36.7020609,948b28cb-d777-47b8-9530-2f7ef24f491e
-119.6841715,36.77448,United States of America,,"MECLEC METAL FINSHING, INC.",CHROME PLATING,3471,N/A,N/A,N/A,332813,"ELECTROPLATING, PLATING, POLISHING, ANODIZING AND COLORING",WWW.MECLEC.COM,-119.6841715,36.77448,94fc3573-d05c-4999-a342-6d2b57496acf
-120.5115971,37.291443,United States of America,,"MERCED SCREW PRODUCTS, INC.",SCREW MACHINE PRODUCTS,3451,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.MERCEDSCREW.COM,-120.5115971,37.291443,ee32920a-b1cb-4384-acd6-b331d4ebc0c2
-119.7244367,36.6819841,United States of America,,"LAMBORN CO., J. P.",COMPANY HEADQUARTERS & HVAC DUCTS,3444,N/A,N/A,N/A,332322,SHEET METAL WORK MANUFACTURING,WWW.JPLFLEX.COM,-119.7244367,36.6819841,1deec82e-693f-477f-b722-08a90574a784
-119.0799097,35.3142405,United States of America,,"JTS MODULAR, INC.",MODULAR BUILDINGS,3448,N/A,N/A,N/A,332311,PREFABRICATED METAL BUILDING AND COMPONENT MANUFACTURING,WWW.JTSCONSTRUCTION.COM,-119.0799097,35.3142405,49fc759f-262e-4ee3-a904-946c9d80e196
-119.7383279,36.703577,United States of America,,"HARRIS MFG., INC.",METAL FABRICATION,3499,N/A,N/A,N/A,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,WWW.HARRISMFG.COM,-119.7383279,36.703577,5b894d7e-a313-4ae5-ad3b-4640ed7c6257
-119.747315,36.7608239,United States of America,,"HARRIS REBAR FRESNO, INC.",REINFORCED STEEL FABRICATION,3441,N/A,N/A,N/A,332312,FABRICATED STRUCTURAL METAL MANUFACTURING,WWW.HARRISREBARFRESNO.COM,-119.747315,36.7608239,476095f2-1bbc-4035-aff5-dbbce0a1d087
-119.5522714,36.6992,United States of America,,"HART & COOLEY, INC.",HVAC DUCTS,3444,N/A,N/A,N/A,332322,SHEET METAL WORK MANUFACTURING,WWW.HARTANDCOOLEY.COM,-119.5522714,36.6992,17d6de5e-315a-4379-a789-f792b7cd6b7c
-121.0025184,39.221277,United States of America,,"ELECTRONIC CARBIDE, INC.",PRECISION & CNC MACHINING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.ELECTRONICCARBIDE.COM,-121.0025184,39.221277,e9300540-b727-4f30-8977-54decfc26b2c
-119.6505621,36.59842,United States of America,,"FRESNO VALVES & CASTINGS, INC.","CORPORATE HEADQUARTERS & IRRIGATION VALVES, FITTINGS & TUBE PRODUCTS",3491,3523,N/A,N/A,332911,INDUSTRIAL VALVE MANUFACTURING,WWW.FRESNOVALVES.COM,-119.6505621,36.59842,500ced3e-8aca-4b47-9229-41fbbe279823
-121.0165384,39.2490727,United States of America,,HIGH COUNTRY TEK,MODULAR RUGGEDIZED ELECTRO-HYDRAULICS HARDWARE & CONTROL SOFTWARE FOR HYDRAULIC SYSTEMS,3625,7372,N/A,N/A,332912,FLUID POWER VALVE AND HOSE FITTING MANUFACTURING,WWW.HIGHCOUNTRYTEK.COM,-121.0165384,39.2490727,8915518d-4402-4e72-8707-eedbdca3e779
-119.6647698,36.6152592,United States of America,,"DALE BRISCO, INC.",SHEET METAL FABRICATION,3444,N/A,N/A,N/A,332322,SHEET METAL WORK MANUFACTURING,WWW.DALEBRISCOINC.COM,-119.6647698,36.6152592,af77a976-3833-481c-b57a-b14942716a70
-121.2157795,38.8056727,United States of America,,"HUGIN COMPONENTS, INC.","METAL STAMPINGS, PROTOTYPES & ASSEMBLIES",3469,3543,N/A,N/A,332116,METAL STAMPING,WWW.HUGINCOMPONENTS.COM,-121.2157795,38.8056727,905cf3e1-48f4-42da-bf4d-98b480b5d940
-120.8314323,38.6960815,United States of America,,"DEMTECH SERVICE, INC.",WELDING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.DEMTECH.COM,-120.8314323,38.6960815,8264411a-0825-49f4-b860-09f366bfafe0
-119.069379,35.4364379,United States of America,,"DHV INDUSTRIES, INC.","MANUFACTURER & DISTRIBUTOR OF BALL, GATE, GLOBE & CHECK VALVES",3491,5085,N/A,N/A,332911,INDUSTRIAL VALVE MANUFACTURING,WWW.DHVINDUSTRIES.COM,-119.069379,35.4364379,523d0286-7fd0-4024-a345-0f460c821cbe
-120.951807,38.6494091,United States of America,,"DILLON PRECISION, INC.","PRECISION MACHINING JOB SHOP FOR THE ROBOTICS, AEROSPACE & BIOMEDICAL INDUSTRIES",3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.DILLONPREC.NET,-120.951807,38.6494091,5b924d10-3958-4848-9447-4c54ea70a011
-119.0456119,35.3856114,United States of America,,"DOWNHOLE STABILIZATION, INC.","CNC, PRECISION MACHINING & WELDING JOB SHOP",3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.DOWNHOLESTABILIZATION.COM,-119.0456119,35.3856114,b367dfb7-be0b-4a0b-9a83-d0f49bca9f94
-120.5125309,37.3160509,United States of America,,"GREIF, INC.",STEEL DRUMS,3412,N/A,N/A,N/A,332439,OTHER METAL CONTAINER MANUFACTURING,WWW.GREIF.COM,-120.5125309,37.3160509,7363c643-4693-40e6-9809-41598f9de1d4
-119.0442233,35.405473,United States of America,,WESTERN OILFIELDS SUPPLY CO.,"COMPANY HEADQUARTERS & LIQUID STORAGE TANKS & PIPE, PUMPS & SEPARATION FILTRATION EQUIPMENT",3443,3312,3561,N/A,332420,METAL TANK (HEAVY GAUGE) MANUFACTURING,WWW.RAINFORRENT.COM,-119.0442233,35.405473,880789be-936d-42b8-91a5-a6275d828a4a
-119.8432487,36.7808078,United States of America,,"WHIPPLE INDUSTRIES, INC.",AUTOMOTIVE & MARINE MACHINING JOB SHOP,3714,3599,N/A,N/A,332710,MACHINE SHOPS,WWW.WHIPPLESUPERCHARGERS.COM,-119.8432487,36.7808078,ae96c040-faf7-4385-b101-7ca2441ecc09
-120.0736663,36.9453479,United States of America,,UTILITY VAULT CO.,"METAL FRABRICATION, INCLUDING STEEL & ALUMINUM",3441,N/A,N/A,N/A,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,WWW.OLDCASTLEPRECAST.COM,-120.0736663,36.9453479,4b6b9265-cefb-4574-a34d-af95973fc3ac
-119.6963812,36.81367,United States of America,,"VALLEY CHROME PLATING, INC.",CHROME PLATING,3471,N/A,N/A,N/A,332813,"ELECTROPLATING, PLATING, POLISHING, ANODIZING AND COLORING",WWW.VALLEYCHROME.COM,-119.6963812,36.81367,9c671573-6b97-4009-aa21-1c063680b4f9
-119.7866797,36.7278697,United States of America,,"VALLEY PIPE & SUPPLY, INC.","PIPE, FITTINGS, VALVES & WINERY EQUIPMENT",3317,N/A,N/A,N/A,332996,FABRICATED PIPE AND PIPE FITTING MANUFACTURING,WWW.VALLEYPIPE.COM,-119.7866797,36.7278697,0f6359f2-ac00-41b6-b19a-9166463ca147
-119.7633397,36.7155519,United States of America,,"TORRES FENCE CO., INC.",CHAIN-LINK FENCES,3496,N/A,N/A,N/A,332618,OTHER FABRICATED WIRE PRODUCT MANUFACTURING,WWW.TORRESFENCE.COM,-119.7633397,36.7155519,443e1b63-b09d-4414-a5db-2e89ba85e947
-121.0966881,38.9505599,United States of America,,"QUALITY METAL FABRICATION, LLC",PRECISION SHEET METAL FABRICATION,3444,N/A,N/A,N/A,332322,SHEET METAL WORK MANUFACTURING,WWW.QUALITYMETALFABRICATION.COM,-121.0966881,38.9505599,e2d56726-2afb-4868-b788-922073bba91d
-120.0233641,36.97468,United States of America,,"STEEL STRUCTURES, INC.",STEEL STORAGE TANKS,3443,N/A,N/A,N/A,332420,METAL TANK (HEAVY GAUGE) MANUFACTURING,WWW.STEELSTRUCTURESINC.COM,-120.0233641,36.97468,27a9d763-2428-44b9-8e06-eef7b9022adb
-121.0108446,39.2209796,United States of America,,"TRICONTINENT SCIENTIFIC, INC.","MEDICAL LIQUID HANDLING EQUIPMENT, INCLUDING PIPETTES, BOTTLE TOP DISPENSERS, MICROPLATE WASHERS, SYRINGE PUMPS",3841,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.TRICONTINENT.COM,-121.0108446,39.2209796,d3c1ea4d-efe5-4c1e-911d-1b9ca8075578
-120.9536694,38.6489491,United States of America,,RACK IT TRUCK RACKS,TRUCK RACKS,3713,N/A,N/A,N/A,332618,OTHER FABRICATED WIRE PRODUCT MANUFACTURING,WWW.RACKITINC.COM,-120.9536694,38.6489491,8e63217c-4c0a-4b84-8b3b-c5780c7b4690
-119.7780328,36.722008,United States of America,,"STURDY GUN SAFE, INC.",GUN SAFES,3499,N/A,N/A,N/A,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,WWW.STURDYSAFE.COM,-119.7780328,36.722008,4236a94a-752e-43bd-9aa6-aaae43bdc50c
-119.7072567,36.7634095,United States of America,,"ULBRICH OF CALIFORNIA, INC.",STAINLESS STEEL & METAL FABRICATION & CUTTING,3499,N/A,N/A,N/A,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,WWW.ULBRICH.COM,-119.7072567,36.7634095,8c117de6-f269-49f7-b8b3-6aa7b7d3c62a
-119.0146674,35.3892621,United States of America,,"SHAR-CRAFT, INC.",GENERAL MACHINING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.SEALANDPACKING.COM,-119.0146674,35.3892621,934689e3-3714-4da8-8bfe-9d22661bcfec
-121.0790214,38.9518669,United States of America,,"SURFACE MFG., INC.",PRECISION MACHINING JOB SHOP,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.SURFACEMFG.COM,-121.0790214,38.9518669,04512527-c982-4146-86e9-913bac329d9d
-119.548304,36.5103595,United States of America,,SILGAN CONTAINERS CORP.,TIN CANS,3411,N/A,N/A,N/A,332431,METAL CAN MANUFACTURING,WWW.SILGANCONTAINERS.COM,-119.548304,36.5103595,a20fb0ba-4776-44ee-89ac-42dcddf8e715
-119.172346,35.5000801,United States of America,,"RUSH CO., J. D.",PIPES,3498,N/A,N/A,N/A,332996,FABRICATED PIPE AND PIPE FITTING MANUFACTURING,WWW.JDRUSH.COM,-119.172346,35.5000801,91bebc8d-01b4-4874-8704-0c918d002714
-120.9512227,38.6516725,United States of America,,"PREFERRED MFG. SERVICES, INC.","PROTOTYPES & CNC MACHINING FOR THE ROBOTIC, MEDICAL, AEROSPACE, COMPUTER & ELECTRONICS INDUSTRIES",3599,3559,3569,N/A,332710,MACHINE SHOPS,WWW.SNOWLINEENGINEERING.COM,-120.9512227,38.6516725,df9fa4b9-1e95-4c75-8e23-30984058bd1a
-120.8805479,38.6766193,United States of America,,"SKI AIR, INC.",SHEET METAL FABRICATION & HVAC,3444,N/A,N/A,N/A,332322,SHEET METAL WORK MANUFACTURING,WWW.SKIAIR.COM,-120.8805479,38.6766193,b0072de7-6b64-4267-ba87-7e44257bdc37
-119.7563884,39.5221805,United States of America,,"HOOD MACHINE, INC.","O. D., BLANCHARD & CENTERLESS GRINDING, CNC MACHINING & ASME CODE WELDING JOB SHOP",3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.HOODMACHINE.COM,-119.7563884,39.5221805,620e9015-c6bd-4de1-9fc3-64a7646214f2
-119.5497055,39.232364,United States of America,,MEDALLIC ART CO. LTD.,"AWARDS, COMMEMORATIVE COINS & PRECIOUS METALS FABRICATION",3499,N/A,N/A,N/A,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,WWW.MEDALLIC.COM,-119.5497055,39.232364,9d80abb3-c738-4b38-9ce9-99430c82b064
-119.6553311,39.2261538,United States of America,,"VINEBURG MACHINING, INC.",PRECISION MACHINING FOR MANUFACTURING COMPANIES,3599,N/A,N/A,N/A,332710,MACHINE SHOPS,WWW.VINEBURGMACHINING.COM,-119.6553311,39.2261538,26d042a1-f363-4ff7-ba57-b6d3cfbfc4bb
-119.7305195,39.2026531,United States of America,,"CUSTOM STAMPING, INC.",METAL STAMPINGS,3469,N/A,N/A,N/A,332116,METAL STAMPING,WWW.CUSTOMSTAMPING.COM,-119.7305195,39.2026531,dd915a61-80d6-47a7-b8a9-250cc8774dad
-119.6572673,39.2271335,United States of America,,"CABLE CONNECTION, THE",WIRE ROPE ASSEMBLIES & ARCHITECTURAL CABLE RAILING PRODUCTS,3999,N/A,N/A,N/A,332618,OTHER FABRICATED WIRE PRODUCT MANUFACTURING,WWW.THECABLECONNECTION.COM,-119.6572673,39.2271335,a6aabe4e-f65f-426b-b63a-ae3a5c76ca46
-119.7259178,38.9237796,United States of America,,SPS SEMICONDUCTOR EQUIPMENT,"REBUILT EQUIPMENT FOR THE SEMICONDUCTOR, SILICON, SOLAR, QUARTZ, GLASS & CERMAMICS INDUSTRIES, INCLUDING ID SAWS",3674,3672,3291,3599,332813,"ELECTROPLATING, PLATING, POLISHING, ANODIZING AND COLORING",WWW.SPS-WORLDWIDE.COM,-119.7259178,38.9237796,f633fd62-0bad-4ef5-b578-790fe0157c4d
